# Moment      
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
#
# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
1             	(5.318451e-04 9.569335e-01 5.519718e-04)	(5.315700e-04 9.556157e-01 5.518628e-04)	(2.750779e-07 1.317811e-03 1.090352e-07)
2             	(1.278451e-03 8.149902e-01 -7.896863e-04)	(1.278406e-03 8.141845e-01 -7.843752e-04)	(4.474538e-08 8.057440e-04 -5.311156e-06)
3             	(1.980680e-03 4.902675e-01 5.483914e-05)	(1.981762e-03 4.897794e-01 6.646136e-05)	(-1.081199e-06 4.881614e-04 -1.162222e-05)
4             	(-1.790280e-03 7.199505e-02 5.086648e-03)	(-1.780991e-03 7.185217e-02 5.097756e-03)	(-9.288779e-06 1.428869e-04 -1.110815e-05)
5             	(-1.031546e-02 -3.044368e-01 3.088225e-03)	(-1.030554e-02 -3.043958e-01 3.095794e-03)	(-9.913837e-06 -4.099535e-05 -7.568932e-06)
6             	(-1.299803e-02 -4.500456e-01 3.733964e-04)	(-1.295500e-02 -4.501299e-01 3.554636e-04)	(-4.302948e-05 8.427267e-05 1.793283e-05)
7             	(-9.453113e-03 -4.231403e-01 -3.917568e-04)	(-9.442975e-03 -4.235830e-01 -4.061478e-04)	(-1.013885e-05 4.427372e-04 1.439104e-05)
8             	(-5.607060e-03 -3.072326e-01 1.196090e-03)	(-5.590943e-03 -3.079476e-01 1.202737e-03)	(-1.611708e-05 7.150886e-04 -6.647227e-06)
9             	(1.433227e-03 -1.377660e-01 9.000681e-04)	(1.446620e-03 -1.385524e-01 8.986635e-04)	(-1.339259e-05 7.863937e-04 1.404568e-06)
10            	(6.238891e-03 3.857383e-02 -1.723012e-04)	(6.246461e-03 3.786808e-02 -1.856677e-04)	(-7.569376e-06 7.057492e-04 1.336656e-05)
11            	(9.580949e-03 1.523648e-01 6.290909e-04)	(9.600681e-03 1.518989e-01 6.068012e-04)	(-1.973203e-05 4.658981e-04 2.228972e-05)
12            	(9.316624e-03 1.907823e-01 5.778921e-04)	(9.323451e-03 1.905583e-01 5.260650e-04)	(-6.826893e-06 2.239978e-04 5.182707e-05)
13            	(7.150446e-03 1.708191e-01 1.170191e-03)	(7.166471e-03 1.707869e-01 1.087842e-03)	(-1.602563e-05 3.218135e-05 8.234842e-05)
14            	(4.195828e-03 1.235699e-01 1.802417e-03)	(4.207026e-03 1.236189e-01 1.701876e-03)	(-1.119872e-05 -4.902312e-05 1.005404e-04)
15            	(5.168411e-04 6.633564e-02 2.585132e-03)	(5.251853e-04 6.637710e-02 2.495904e-03)	(-8.344157e-06 -4.146057e-05 8.922756e-05)
16            	(-2.312823e-03 1.448261e-02 3.255703e-03)	(-2.299388e-03 1.445900e-02 3.183466e-03)	(-1.343534e-05 2.361619e-05 7.223680e-05)
17            	(-3.534016e-03 -1.970845e-02 3.307451e-03)	(-3.505203e-03 -1.979773e-02 3.252444e-03)	(-2.881269e-05 8.927775e-05 5.500622e-05)
18            	(-3.688400e-03 -3.495562e-02 2.210415e-03)	(-3.653326e-03 -3.511302e-02 2.174431e-03)	(-3.507403e-05 1.573963e-04 3.598378e-05)
19            	(-3.111451e-03 -3.656720e-02 9.925685e-04)	(-3.075045e-03 -3.676945e-02 9.772917e-04)	(-3.640587e-05 2.022580e-04 1.527682e-05)
20            	(-2.112128e-03 -2.503798e-02 -2.946328e-04)	(-2.077804e-03 -2.526097e-02 -3.004900e-04)	(-3.432394e-05 2.229880e-04 5.857207e-06)
21            	(-1.340818e-03 -9.213276e-03 -1.258778e-03)	(-1.310955e-03 -9.424910e-03 -1.266420e-03)	(-2.986334e-05 2.116336e-04 7.641821e-06)
22            	(-7.002633e-04 6.999662e-03 -1.843582e-03)	(-6.737879e-04 6.821890e-03 -1.855664e-03)	(-2.647541e-05 1.777719e-04 1.208279e-05)
23            	(-1.900512e-04 2.008009e-02 -1.905152e-03)	(-1.644257e-04 1.994288e-02 -1.916273e-03)	(-2.562551e-05 1.372153e-04 1.112104e-05)
24            	(-3.572443e-05 2.851706e-02 -1.507800e-03)	(-1.243678e-05 2.840857e-02 -1.516213e-03)	(-2.328765e-05 1.084949e-04 8.412711e-06)
25            	(-2.089217e-04 3.257956e-02 -9.071537e-04)	(-1.890952e-04 3.249165e-02 -9.107357e-04)	(-1.982644e-05 8.791318e-05 3.581950e-06)
26            	(-6.679440e-04 3.338322e-02 -3.042854e-04)	(-6.517430e-04 3.329962e-02 -3.046436e-04)	(-1.620100e-05 8.359984e-05 3.582266e-07)
27            	(-1.231301e-03 3.187813e-02 1.250519e-04)	(-1.217118e-03 3.178034e-02 1.263478e-04)	(-1.418295e-05 9.778997e-05 -1.295937e-06)
28            	(-1.587111e-03 2.938893e-02 2.178184e-04)	(-1.572948e-03 2.926286e-02 2.202997e-04)	(-1.416316e-05 1.260670e-04 -2.481258e-06)
29            	(-1.715861e-03 2.709018e-02 3.003302e-04)	(-1.699768e-03 2.693490e-02 3.037559e-04)	(-1.609272e-05 1.552849e-04 -3.425746e-06)
30            	(-1.713946e-03 2.524133e-02 3.361572e-04)	(-1.695747e-03 2.505911e-02 3.393542e-04)	(-1.819843e-05 1.822209e-04 -3.196997e-06)
31            	(-1.632675e-03 2.378288e-02 3.432165e-04)	(-1.612943e-03 2.357765e-02 3.446552e-04)	(-1.973280e-05 2.052285e-04 -1.438645e-06)
32            	(-1.411326e-03 2.314614e-02 2.178865e-04)	(-1.391821e-03 2.292336e-02 2.167024e-04)	(-1.950470e-05 2.227779e-04 1.184128e-06)
33            	(-1.125930e-03 2.386336e-02 3.061049e-04)	(-1.108214e-03 2.362908e-02 3.022997e-04)	(-1.771661e-05 2.342824e-04 3.805142e-06)
34            	(-7.694900e-04 2.431367e-02 2.102579e-04)	(-7.539362e-04 2.407495e-02 2.047600e-04)	(-1.555380e-05 2.387176e-04 5.497960e-06)
35            	(-5.470634e-04 2.457348e-02 1.877990e-04)	(-5.325847e-04 2.433558e-02 1.814876e-04)	(-1.447868e-05 2.379052e-04 6.311324e-06)
36            	(-3.146005e-04 2.455889e-02 9.975977e-05)	(-2.999132e-04 2.432567e-02 9.393284e-05)	(-1.468726e-05 2.332149e-04 5.826933e-06)
37            	(-5.913332e-05 2.432479e-02 -2.734112e-05)	(-4.390393e-05 2.409711e-02 -3.166029e-05)	(-1.522940e-05 2.276789e-04 4.319175e-06)
38            	(2.106357e-04 2.399514e-02 -1.745736e-04)	(2.265183e-04 2.377271e-02 -1.761064e-04)	(-1.588263e-05 2.224318e-04 1.532858e-06)
39            	(4.591043e-04 2.358294e-02 -2.872292e-04)	(4.752196e-04 2.336486e-02 -2.855076e-04)	(-1.611536e-05 2.180728e-04 -1.721618e-06)
40            	(7.563479e-04 2.347733e-02 -4.168029e-04)	(7.718318e-04 2.326230e-02 -4.120017e-04)	(-1.548392e-05 2.150294e-04 -4.801224e-06)
41            	(8.268927e-04 2.298005e-02 -4.223940e-04)	(8.406419e-04 2.276765e-02 -4.157375e-04)	(-1.374918e-05 2.124005e-04 -6.656402e-06)
42            	(8.140251e-04 2.251299e-02 -3.713186e-04)	(8.255094e-04 2.230430e-02 -3.641608e-04)	(-1.148428e-05 2.086851e-04 -7.157838e-06)
43            	(6.582508e-04 2.179842e-02 -1.739783e-04)	(6.672543e-04 2.159418e-02 -1.674287e-04)	(-9.003469e-06 2.042388e-04 -6.549560e-06)
44            	(3.639047e-04 2.106503e-02 9.212568e-05)	(3.703519e-04 2.086564e-02 9.709574e-05)	(-6.447245e-06 1.993831e-04 -4.970063e-06)
45            	(1.420543e-04 2.072149e-02 1.357427e-04)	(1.466721e-04 2.052694e-02 1.392519e-04)	(-4.617805e-06 1.945549e-04 -3.509247e-06)
46            	(-1.299883e-04 2.033461e-02 1.883313e-04)	(-1.258598e-04 2.014515e-02 1.907090e-04)	(-4.128508e-06 1.894561e-04 -2.377725e-06)
47            	(-4.265797e-04 1.989439e-02 2.462315e-04)	(-4.216823e-04 1.970973e-02 2.478897e-04)	(-4.897399e-06 1.846592e-04 -1.658160e-06)
48            	(-8.664709e-04 1.903033e-02 5.079357e-04)	(-8.602541e-04 1.885117e-02 5.086651e-04)	(-6.216838e-06 1.791602e-04 -7.293775e-07)
49            	(-1.065638e-03 1.856810e-02 5.794421e-04)	(-1.058072e-03 1.839351e-02 5.796828e-04)	(-7.565633e-06 1.745826e-04 -2.407076e-07)
50            	(-1.282455e-03 1.767713e-02 8.430707e-04)	(-1.273319e-03 1.750815e-02 8.426182e-04)	(-9.135242e-06 1.689777e-04 4.524871e-07)
51            	(-1.310157e-03 1.731405e-02 9.015863e-04)	(-1.299291e-03 1.714930e-02 9.009271e-04)	(-1.086605e-05 1.647504e-04 6.591114e-07)
52            	(-1.259360e-03 1.698278e-02 9.695266e-04)	(-1.247055e-03 1.682236e-02 9.686644e-04)	(-1.230526e-05 1.604126e-04 8.622268e-07)
53            	(-1.082206e-03 1.642796e-02 1.210399e-03)	(-1.068859e-03 1.627176e-02 1.209434e-03)	(-1.334684e-05 1.562009e-04 9.650763e-07)
54            	(-9.045777e-04 1.624558e-02 1.284838e-03)	(-8.904202e-04 1.609275e-02 1.283950e-03)	(-1.415754e-05 1.528317e-04 8.880624e-07)
55            	(-5.868155e-04 1.599149e-02 1.493315e-03)	(-5.725089e-04 1.584216e-02 1.491840e-03)	(-1.430655e-05 1.493270e-04 1.474451e-06)
56            	(-3.472426e-04 1.592742e-02 1.551123e-03)	(-3.328437e-04 1.578135e-02 1.548737e-03)	(-1.439890e-05 1.460727e-04 2.385692e-06)
57            	(-9.379502e-05 1.590713e-02 1.600542e-03)	(-7.960943e-05 1.576431e-02 1.596657e-03)	(-1.418559e-05 1.428192e-04 3.885237e-06)
58            	(1.527995e-04 1.592417e-02 1.639110e-03)	(1.666229e-04 1.578424e-02 1.633640e-03)	(-1.382338e-05 1.399317e-04 5.469201e-06)
59            	(3.645065e-04 1.598077e-02 1.655838e-03)	(3.780596e-04 1.584311e-02 1.648895e-03)	(-1.355316e-05 1.376589e-04 6.942665e-06)
60            	(5.527558e-04 1.621408e-02 1.662479e-03)	(5.659098e-04 1.607729e-02 1.654351e-03)	(-1.315399e-05 1.367933e-04 8.127637e-06)
61            	(5.947723e-04 1.631194e-02 1.601412e-03)	(6.080533e-04 1.617516e-02 1.592434e-03)	(-1.328091e-05 1.367839e-04 8.978798e-06)
62            	(5.328079e-04 1.641927e-02 1.485066e-03)	(5.462111e-04 1.628170e-02 1.475400e-03)	(-1.340324e-05 1.375723e-04 9.666197e-06)
63            	(3.644208e-04 1.652119e-02 1.308862e-03)	(3.779312e-04 1.638227e-02 1.298317e-03)	(-1.351041e-05 1.389199e-04 1.054472e-05)
