# Force       
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
#
# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
1             	(8.687772e+01 -4.490491e-03 -2.111929e-01)	(8.672954e+01 -4.489336e-03 -2.110667e-01)	(1.481841e-01 -1.154722e-06 -1.261705e-04)
2             	(6.998030e+01 -2.643868e-03 -3.652191e-01)	(7.017323e+01 -2.661116e-03 -3.675024e-01)	(-1.929315e-01 1.724783e-05 2.283334e-03)
3             	(2.131776e+01 1.790251e-03 5.059326e-02)	(2.158653e+01 1.698797e-03 4.444328e-02)	(-2.687672e-01 9.145409e-05 6.149986e-03)
4             	(-6.644318e+01 7.052183e-03 1.819562e+00)	(-6.616311e+01 6.832645e-03 1.825870e+00)	(-2.800634e-01 2.195382e-04 -6.308584e-03)
5             	(-1.197347e+02 1.139243e-02 2.662974e+00)	(-1.195402e+02 1.109203e-02 2.672274e+00)	(-1.944233e-01 3.004051e-04 -9.300168e-03)
6             	(-1.175982e+02 1.026881e-02 2.779928e+00)	(-1.175521e+02 1.009437e-02 2.791905e+00)	(-4.602977e-02 1.744353e-04 -1.197727e-02)
7             	(-8.638571e+01 8.326956e-03 2.645769e+00)	(-8.650123e+01 8.150230e-03 2.663276e+00)	(1.155236e-01 1.767257e-04 -1.750692e-02)
8             	(-4.266310e+01 6.683805e-03 1.856875e+00)	(-4.287749e+01 6.642458e-03 1.874565e+00)	(2.143933e-01 4.134736e-05 -1.768998e-02)
9             	(4.487412e+00 5.625259e-03 3.640574e-01)	(4.227722e+00 5.496381e-03 3.853264e-01)	(2.596903e-01 1.288778e-04 -2.126902e-02)
10            	(3.647445e+01 2.838941e-03 -7.037288e-01)	(3.625864e+01 2.691735e-03 -6.899747e-01)	(2.158090e-01 1.472065e-04 -1.375410e-02)
11            	(4.712820e+01 -1.047808e-03 -1.227535e+00)	(4.700238e+01 -1.209021e-03 -1.218892e+00)	(1.258145e-01 1.612135e-04 -8.642164e-03)
12            	(4.247222e+01 -6.469815e-03 -1.325265e+00)	(4.245996e+01 -6.592571e-03 -1.320790e+00)	(1.226011e-02 1.227565e-04 -4.475020e-03)
13            	(2.817885e+01 -8.936268e-03 -9.974053e-01)	(2.825663e+01 -9.025518e-03 -9.934225e-01)	(-7.777902e-02 8.925024e-05 -3.982822e-03)
14            	(1.075445e+01 -1.017425e-02 -4.894919e-01)	(1.087540e+01 -1.022606e-02 -4.827964e-01)	(-1.209493e-01 5.181136e-05 -6.695514e-03)
15            	(-4.400377e+00 -1.110634e-02 1.995752e-01)	(-4.284482e+00 -1.111959e-02 2.094262e-01)	(-1.158948e-01 1.324584e-05 -9.850936e-03)
16            	(-1.318323e+01 -9.632056e-03 8.744289e-01)	(-1.309824e+01 -9.626361e-03 8.857979e-01)	(-8.499092e-02 -5.694624e-06 -1.136899e-02)
