# Solver information
# Time        	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1             	GAMG	1.000000e+00	8.320910e-02	9	true
2             	GAMG	1.846190e-01	1.026030e-02	4	true
3             	GAMG	2.862470e-01	2.463310e-02	4	true
4             	GAMG	2.773120e-01	2.013550e-02	5	true
5             	GAMG	2.820780e-01	2.281380e-02	5	true
6             	GAMG	2.994600e-01	2.228260e-02	5	true
7             	GAMG	2.411030e-01	2.140410e-02	3	true
8             	GAMG	2.459820e-01	1.901350e-02	3	true
9             	GAMG	2.747660e-01	1.615250e-02	4	true
10            	GAMG	2.671370e-01	2.028230e-02	4	true
11            	GAMG	2.263960e-01	2.202220e-02	4	true
12            	GAMG	1.830960e-01	1.564200e-02	4	true
13            	GAMG	1.947010e-01	1.344040e-02	4	true
14            	GAMG	2.935170e-01	2.592810e-02	3	true
15            	GAMG	3.803440e-01	3.682360e-02	3	true
16            	GAMG	3.884530e-01	3.206290e-02	4	true
17            	GAMG	2.183950e-01	1.893060e-02	4	true
18            	GAMG	1.435590e-01	1.332820e-02	3	true
19            	GAMG	1.300630e-01	1.206270e-02	3	true
20            	GAMG	1.296530e-01	9.977690e-03	3	true
21            	GAMG	1.261980e-01	1.102030e-02	3	true
22            	GAMG	1.289110e-01	7.149710e-03	4	true
23            	GAMG	1.451470e-01	9.289670e-03	4	true
24            	GAMG	1.820470e-01	1.697210e-02	3	true
25            	GAMG	2.294370e-01	1.822320e-02	3	true
26            	GAMG	2.351560e-01	1.859700e-02	3	true
27            	GAMG	2.388590e-01	1.638050e-02	3	true
28            	GAMG	2.370900e-01	2.091830e-02	3	true
29            	GAMG	1.714860e-01	1.570420e-02	3	true
30            	GAMG	1.226040e-01	9.103570e-03	3	true
31            	GAMG	1.025440e-01	7.155670e-03	3	true
32            	GAMG	9.684770e-02	7.063570e-03	3	true
33            	GAMG	9.121210e-02	5.855910e-03	3	true
34            	GAMG	8.722050e-02	5.076320e-03	3	true
35            	GAMG	8.386270e-02	8.194150e-03	2	true
36            	GAMG	8.163210e-02	4.867300e-03	3	true
37            	GAMG	7.849030e-02	4.596120e-03	3	true
38            	GAMG	7.645450e-02	7.408340e-03	2	true
39            	GAMG	7.581970e-02	4.815090e-03	3	true
40            	GAMG	8.511170e-02	5.612200e-03	3	true
41            	GAMG	9.717450e-02	9.629210e-03	2	true
42            	GAMG	1.069770e-01	1.022320e-02	2	true
43            	GAMG	1.135690e-01	1.080080e-02	2	true
44            	GAMG	1.162600e-01	1.126680e-02	2	true
45            	GAMG	1.160870e-01	1.141540e-02	2	true
46            	GAMG	1.144320e-01	1.135620e-02	2	true
47            	GAMG	1.127550e-01	1.122960e-02	2	true
48            	GAMG	1.112040e-01	1.106130e-02	2	true
49            	GAMG	1.098800e-01	1.090950e-02	2	true
50            	GAMG	1.089290e-01	1.084040e-02	2	true
51            	GAMG	1.082530e-01	6.360800e-03	3	true
52            	GAMG	9.641830e-02	9.031720e-03	2	true
53            	GAMG	9.533580e-02	8.986960e-03	2	true
54            	GAMG	9.688460e-02	9.538980e-03	2	true
55            	GAMG	9.830130e-02	5.619880e-03	3	true
56            	GAMG	9.728250e-02	5.522670e-03	3	true
57            	GAMG	9.691740e-02	9.579690e-03	2	true
58            	GAMG	9.828700e-02	5.406480e-03	3	true
59            	GAMG	9.837230e-02	9.810040e-03	2	true
60            	GAMG	9.945060e-02	5.349340e-03	3	true
61            	GAMG	9.943820e-02	9.894790e-03	2	true
62            	GAMG	1.006510e-01	5.261940e-03	3	true
63            	GAMG	1.012980e-01	1.005870e-02	2	true
64            	GAMG	1.028490e-01	5.759110e-03	3	true
65            	GAMG	1.074020e-01	5.784610e-03	3	true
66            	GAMG	1.125450e-01	1.104050e-02	2	true
67            	GAMG	1.138840e-01	6.104950e-03	3	true
68            	GAMG	1.193050e-01	6.063720e-03	3	true
69            	GAMG	1.237580e-01	1.213070e-02	2	true
70            	GAMG	1.251810e-01	6.140190e-03	3	true
71            	GAMG	1.274980e-01	1.265760e-02	2	true
72            	GAMG	1.277110e-01	6.206440e-03	3	true
73            	GAMG	1.274940e-01	6.025960e-03	3	true
74            	GAMG	1.266060e-01	1.244420e-02	2	true
75            	GAMG	1.262020e-01	5.808290e-03	3	true
76            	GAMG	1.237730e-01	1.209910e-02	2	true
77            	GAMG	1.231700e-01	1.225580e-02	2	true
78            	GAMG	1.221950e-01	5.728820e-03	3	true
79            	GAMG	1.188850e-01	1.171560e-02	2	true
80            	GAMG	1.181110e-01	5.588440e-03	3	true
81            	GAMG	1.157280e-01	1.130710e-02	2	true
82            	GAMG	1.152300e-01	5.580990e-03	3	true
83            	GAMG	1.130510e-01	1.107610e-02	2	true
84            	GAMG	1.127410e-01	5.973590e-03	3	true
85            	GAMG	1.073320e-01	1.064380e-02	2	true
86            	GAMG	1.075950e-01	5.684830e-03	3	true
87            	GAMG	1.030100e-01	1.028580e-02	2	true
88            	GAMG	1.032760e-01	4.992230e-03	3	true
89            	GAMG	1.018130e-01	4.777860e-03	3	true
90            	GAMG	1.003040e-01	9.964530e-03	2	true
91            	GAMG	1.002710e-01	4.832540e-03	3	true
92            	GAMG	9.857660e-02	4.798680e-03	3	true
93            	GAMG	9.698150e-02	4.681930e-03	3	true
94            	GAMG	9.542690e-02	9.439230e-03	2	true
95            	GAMG	9.514330e-02	4.714350e-03	3	true
96            	GAMG	9.353210e-02	9.247500e-03	2	true
97            	GAMG	9.337280e-02	4.739790e-03	3	true
98            	GAMG	9.558430e-02	9.068000e-03	2	true
99            	GAMG	9.594960e-02	9.139650e-03	2	true
100           	GAMG	9.644850e-02	9.310020e-03	2	true
101           	GAMG	9.694560e-02	9.559050e-03	2	true
102           	GAMG	9.787700e-02	9.783940e-03	2	true
103           	GAMG	9.854830e-02	5.414320e-03	3	true
104           	GAMG	1.029980e-01	9.821610e-03	2	true
105           	GAMG	1.031240e-01	9.834000e-03	2	true
106           	GAMG	1.033680e-01	9.969850e-03	2	true
107           	GAMG	1.037380e-01	1.017920e-02	2	true
108           	GAMG	1.042330e-01	1.039320e-02	2	true
109           	GAMG	1.048150e-01	5.354850e-03	3	true
110           	GAMG	1.044570e-01	9.970780e-03	2	true
111           	GAMG	1.051150e-01	1.001960e-02	2	true
112           	GAMG	1.058830e-01	1.015130e-02	2	true
113           	GAMG	1.065510e-01	1.029720e-02	2	true
114           	GAMG	1.070970e-01	1.043520e-02	2	true
115           	GAMG	1.074360e-01	1.054270e-02	2	true
116           	GAMG	1.076010e-01	1.069470e-02	2	true
117           	GAMG	1.064410e-01	1.056660e-02	2	true
118           	GAMG	1.066940e-01	5.135570e-03	3	true
119           	GAMG	1.004940e-01	9.549520e-03	2	true
120           	GAMG	1.012000e-01	9.682070e-03	2	true
121           	GAMG	1.020180e-01	9.930020e-03	2	true
122           	GAMG	1.028450e-01	1.020480e-02	2	true
123           	GAMG	1.034720e-01	4.806120e-03	3	true
124           	GAMG	1.016260e-01	9.890990e-03	2	true
125           	GAMG	1.021470e-01	9.999060e-03	2	true
126           	GAMG	1.028610e-01	1.017610e-02	2	true
127           	GAMG	1.037300e-01	1.037290e-02	2	true
128           	GAMG	1.045790e-01	4.700610e-03	3	true
129           	GAMG	1.033780e-01	1.001420e-02	2	true
130           	GAMG	1.043100e-01	1.013480e-02	2	true
131           	GAMG	1.054050e-01	1.033870e-02	2	true
132           	GAMG	1.065310e-01	1.056410e-02	2	true
133           	GAMG	1.075780e-01	4.620670e-03	3	true
134           	GAMG	1.066770e-01	1.030320e-02	2	true
135           	GAMG	1.077470e-01	1.047910e-02	2	true
136           	GAMG	1.090440e-01	1.075220e-02	2	true
137           	GAMG	1.103870e-01	4.872340e-03	3	true
138           	GAMG	1.098420e-01	1.068570e-02	2	true
139           	GAMG	1.111140e-01	1.093710e-02	2	true
140           	GAMG	1.123370e-01	1.121990e-02	2	true
141           	GAMG	1.133690e-01	5.010590e-03	3	true
142           	GAMG	1.123690e-01	1.095320e-02	2	true
143           	GAMG	1.130000e-01	1.107790e-02	2	true
144           	GAMG	1.137030e-01	1.127560e-02	2	true
145           	GAMG	1.143300e-01	5.104010e-03	3	true
146           	GAMG	1.153680e-01	1.119900e-02	2	true
147           	GAMG	1.160350e-01	1.136000e-02	2	true
148           	GAMG	1.169300e-01	1.159880e-02	2	true
149           	GAMG	1.178670e-01	5.657950e-03	3	true
150           	GAMG	1.213940e-01	1.177990e-02	2	true
151           	GAMG	1.224010e-01	1.198980e-02	2	true
152           	GAMG	1.235190e-01	1.230920e-02	2	true
153           	GAMG	1.245490e-01	5.814690e-03	3	true
154           	GAMG	1.265630e-01	1.244020e-02	2	true
155           	GAMG	1.274460e-01	1.263100e-02	2	true
156           	GAMG	1.283720e-01	5.528440e-03	3	true
157           	GAMG	1.279450e-01	1.237520e-02	2	true
158           	GAMG	1.288800e-01	1.257990e-02	2	true
159           	GAMG	1.300030e-01	1.286930e-02	2	true
160           	GAMG	1.310580e-01	5.528920e-03	3	true
161           	GAMG	1.295300e-01	1.254300e-02	2	true
162           	GAMG	1.306050e-01	1.272260e-02	2	true
163           	GAMG	1.319110e-01	1.300260e-02	2	true
164           	GAMG	1.332320e-01	1.327950e-02	2	true
165           	GAMG	1.343280e-01	5.799370e-03	3	true
166           	GAMG	1.324980e-01	1.284390e-02	2	true
167           	GAMG	1.336570e-01	1.303780e-02	2	true
168           	GAMG	1.350330e-01	1.336030e-02	2	true
169           	GAMG	1.363600e-01	6.013120e-03	3	true
170           	GAMG	1.323130e-01	1.291520e-02	2	true
171           	GAMG	1.337950e-01	1.319700e-02	2	true
172           	GAMG	1.354480e-01	5.749220e-03	3	true
173           	GAMG	1.345220e-01	1.308650e-02	2	true
174           	GAMG	1.362470e-01	1.344370e-02	2	true
175           	GAMG	1.380220e-01	5.888520e-03	3	true
176           	GAMG	1.370280e-01	1.341940e-02	2	true
177           	GAMG	1.385980e-01	1.377400e-02	2	true
178           	GAMG	1.402370e-01	6.026480e-03	3	true
179           	GAMG	1.390850e-01	1.372790e-02	2	true
180           	GAMG	1.405510e-01	1.403510e-02	2	true
181           	GAMG	1.419960e-01	6.094330e-03	3	true
182           	GAMG	1.405300e-01	1.382110e-02	2	true
183           	GAMG	1.417120e-01	1.414130e-02	2	true
184           	GAMG	1.429220e-01	6.157560e-03	3	true
185           	GAMG	1.412540e-01	1.393550e-02	2	true
186           	GAMG	1.423130e-01	1.417800e-02	2	true
187           	GAMG	1.433540e-01	6.127750e-03	3	true
188           	GAMG	1.416200e-01	1.384200e-02	2	true
189           	GAMG	1.425600e-01	1.401400e-02	2	true
190           	GAMG	1.434220e-01	1.424480e-02	2	true
191           	GAMG	1.440170e-01	6.138340e-03	3	true
192           	GAMG	1.415580e-01	1.378590e-02	2	true
193           	GAMG	1.417450e-01	1.396820e-02	2	true
194           	GAMG	1.421450e-01	6.128390e-03	3	true
195           	GAMG	1.413340e-01	1.384130e-02	2	true
196           	GAMG	1.420990e-01	1.414170e-02	2	true
197           	GAMG	1.430150e-01	6.194730e-03	3	true
198           	GAMG	1.429920e-01	1.405150e-02	2	true
199           	GAMG	1.435800e-01	1.427780e-02	2	true
200           	GAMG	1.441830e-01	6.214930e-03	3	true
201           	GAMG	1.425340e-01	1.397250e-02	2	true
202           	GAMG	1.430860e-01	1.418450e-02	2	true
203           	GAMG	1.439410e-01	6.216830e-03	3	true
204           	GAMG	1.427320e-01	1.398210e-02	2	true
205           	GAMG	1.435910e-01	1.418810e-02	2	true
206           	GAMG	1.444180e-01	1.441680e-02	2	true
207           	GAMG	1.449300e-01	6.244270e-03	3	true
208           	GAMG	1.429690e-01	1.396840e-02	2	true
209           	GAMG	1.431930e-01	1.402980e-02	2	true
210           	GAMG	1.436300e-01	1.413630e-02	2	true
211           	GAMG	1.440780e-01	1.423430e-02	2	true
212           	GAMG	1.443420e-01	1.430100e-02	2	true
213           	GAMG	1.442810e-01	1.431540e-02	2	true
214           	GAMG	1.439110e-01	1.427970e-02	2	true
215           	GAMG	1.433620e-01	1.420360e-02	2	true
216           	GAMG	1.428440e-01	1.408430e-02	2	true
217           	GAMG	1.424680e-01	1.394300e-02	2	true
218           	GAMG	1.422350e-01	1.381600e-02	2	true
219           	GAMG	1.421560e-01	1.373700e-02	2	true
220           	GAMG	1.421270e-01	1.370910e-02	2	true
221           	GAMG	1.420610e-01	1.370340e-02	2	true
222           	GAMG	1.420230e-01	1.367890e-02	2	true
223           	GAMG	1.420510e-01	1.367580e-02	2	true
224           	GAMG	1.421720e-01	1.370960e-02	2	true
225           	GAMG	1.424990e-01	1.377790e-02	2	true
226           	GAMG	1.429310e-01	1.386480e-02	2	true
227           	GAMG	1.433210e-01	1.395450e-02	2	true
228           	GAMG	1.436620e-01	1.401530e-02	2	true
229           	GAMG	1.440480e-01	1.406340e-02	2	true
230           	GAMG	1.444870e-01	1.412260e-02	2	true
231           	GAMG	1.449350e-01	1.418070e-02	2	true
232           	GAMG	1.455340e-01	1.426730e-02	2	true
233           	GAMG	1.461310e-01	1.436610e-02	2	true
234           	GAMG	1.467600e-01	1.444960e-02	2	true
235           	GAMG	1.472780e-01	1.451940e-02	2	true
236           	GAMG	1.477470e-01	1.460420e-02	2	true
237           	GAMG	1.482550e-01	1.470290e-02	2	true
238           	GAMG	1.487240e-01	1.479130e-02	2	true
239           	GAMG	1.493530e-01	1.489410e-02	2	true
240           	GAMG	1.501170e-01	1.500750e-02	2	true
241           	GAMG	1.509830e-01	6.196770e-03	3	true
242           	GAMG	1.495360e-01	1.452890e-02	2	true
243           	GAMG	1.507680e-01	1.479990e-02	2	true
244           	GAMG	1.524290e-01	1.523920e-02	2	true
245           	GAMG	1.540040e-01	6.412210e-03	3	true
246           	GAMG	1.524380e-01	1.514850e-02	2	true
247           	GAMG	1.535450e-01	6.272170e-03	3	true
248           	GAMG	1.518820e-01	1.474850e-02	2	true
249           	GAMG	1.531670e-01	1.500420e-02	2	true
250           	GAMG	1.546270e-01	1.538210e-02	2	true
251           	GAMG	1.558220e-01	6.409150e-03	3	true
252           	GAMG	1.532380e-01	1.498690e-02	2	true
253           	GAMG	1.534260e-01	1.505420e-02	2	true
254           	GAMG	1.537170e-01	1.515880e-02	2	true
255           	GAMG	1.539490e-01	1.524480e-02	2	true
256           	GAMG	1.539410e-01	1.527130e-02	2	true
257           	GAMG	1.536980e-01	1.525180e-02	2	true
258           	GAMG	1.533620e-01	1.519400e-02	2	true
259           	GAMG	1.531450e-01	1.509830e-02	2	true
260           	GAMG	1.529490e-01	1.497280e-02	2	true
261           	GAMG	1.527840e-01	1.483330e-02	2	true
262           	GAMG	1.525940e-01	1.468280e-02	2	true
263           	GAMG	1.522580e-01	1.454740e-02	2	true
264           	GAMG	1.519200e-01	1.442350e-02	2	true
265           	GAMG	1.515690e-01	1.432710e-02	2	true
266           	GAMG	1.514520e-01	1.423350e-02	2	true
267           	GAMG	1.512990e-01	1.412070e-02	2	true
268           	GAMG	1.510160e-01	1.397090e-02	2	true
269           	GAMG	1.488590e-01	1.372080e-02	2	true
270           	GAMG	1.466400e-01	1.353280e-02	2	true
271           	GAMG	1.460380e-01	1.343980e-02	2	true
272           	GAMG	1.452140e-01	1.332320e-02	2	true
273           	GAMG	1.442870e-01	1.321120e-02	2	true
274           	GAMG	1.433060e-01	1.312080e-02	2	true
275           	GAMG	1.423460e-01	1.306130e-02	2	true
276           	GAMG	1.413910e-01	1.305460e-02	2	true
277           	GAMG	1.404100e-01	1.310780e-02	2	true
278           	GAMG	1.393090e-01	1.315150e-02	2	true
279           	GAMG	1.382190e-01	1.317370e-02	2	true
280           	GAMG	1.373510e-01	1.317850e-02	2	true
281           	GAMG	1.367380e-01	1.314510e-02	2	true
282           	GAMG	1.361030e-01	1.308420e-02	2	true
283           	GAMG	1.354170e-01	1.299720e-02	2	true
284           	GAMG	1.346620e-01	1.287400e-02	2	true
285           	GAMG	1.338370e-01	1.275910e-02	2	true
286           	GAMG	1.332030e-01	1.264680e-02	2	true
287           	GAMG	1.327150e-01	1.253190e-02	2	true
